country,inv_month,inv_date,value,times_viewed
Austria,2019-01-01,2019-01-29,278.65000000000003,159
Austria,2019-01-01,2019-01-30,64.99999999999999,48
Austria,2019-02-01,2019-02-28,104.79000000000002,39
Austria,2019-03-01,2019-03-20,354.60999999999996,146
Austria,2019-04-01,2019-04-23,463.16,205
Austria,2019-05-01,2019-05-03,125.85,41
Austria,2019-05-01,2019-05-20,875.1800000000001,374
Austria,2019-06-01,2019-06-11,10.15,3
Austria,2019-07-01,2019-07-09,404.86,98
Austria,2019-07-01,2019-07-25,678.5099999999999,404
Bahrain,2018-01-01,2018-01-30,439.85,159
Bahrain,2018-03-01,2018-03-16,429.79999999999995,70
Bahrain,2018-03-01,2018-03-20,68.0,16
Bahrain,2018-03-01,2018-03-26,17.0,4
Bahrain,2018-05-01,2018-05-07,77.35000000000001,25
Bahrain,2018-05-01,2018-05-18,404.4100000000001,219
Bahrain,2018-06-01,2018-06-22,303.38000000000005,142
Bahrain,2018-10-01,2018-10-24,317.76,192
Bahrain,2018-12-01,2018-12-17,72.39,19
Bahrain,2019-01-01,2019-01-02,7.62,2
Bahrain,2019-05-01,2019-05-06,285.65,101
Bahrain,2019-05-01,2019-05-16,89.0,20
Belgium,2017-12-01,2017-12-03,268.65000000000003,121
Belgium,2017-12-01,2017-12-07,8.5,10
Belgium,2018-01-01,2018-01-05,359.54999999999995,197
Belgium,2018-01-01,2018-01-10,29.849999999999998,3
Belgium,2018-01-01,2018-01-12,967.7100000000003,443
Belgium,2018-01-01,2018-01-23,94.19999999999999,44
Belgium,2018-02-01,2018-02-04,176.7,86
Belgium,2018-02-01,2018-02-12,1237.4499999999998,460
Belgium,2018-03-01,2018-03-02,556.4300000000001,332
Belgium,2018-03-01,2018-03-29,211.44,84
Belgium,2018-04-01,2018-04-09,8.5,1
Belgium,2018-04-01,2018-04-13,767.3900000000002,439
Belgium,2018-04-01,2018-04-15,298.65000000000003,167
Belgium,2018-04-01,2018-04-18,25.5,2
Belgium,2018-04-01,2018-04-25,569.27,280
Belgium,2018-05-01,2018-05-02,1.65,1
Belgium,2018-05-01,2018-05-06,83.15,37
Belgium,2018-05-01,2018-05-31,390.42,216
Belgium,2018-06-01,2018-06-14,286.24999999999994,45
Belgium,2018-06-01,2018-06-20,282.88000000000005,136
Belgium,2018-06-01,2018-06-25,39.8,4
Belgium,2018-06-01,2018-06-26,1810.5,674
Belgium,2018-06-01,2018-06-27,2.5,2
Belgium,2018-07-01,2018-07-03,189.90000000000003,90
Belgium,2018-07-01,2018-07-05,183.78000000000003,235
Belgium,2018-07-01,2018-07-16,510.63000000000005,279
Belgium,2018-07-01,2018-07-18,117.54000000000002,98
Belgium,2018-07-01,2018-07-22,304.43,139
Belgium,2018-07-01,2018-07-26,179.1,99
Belgium,2018-07-01,2018-07-30,233.38000000000002,126
Belgium,2018-08-01,2018-08-19,248.52,152
Belgium,2018-08-01,2018-08-28,826.8599999999999,415
Belgium,2018-08-01,2018-08-31,97.35,59
Belgium,2018-09-01,2018-09-06,273.55,113
Belgium,2018-09-01,2018-09-12,318.68999999999994,232
Belgium,2018-09-01,2018-09-17,254.79999999999998,98
Belgium,2018-09-01,2018-09-25,2.55,3
Belgium,2018-10-01,2018-10-03,50.3,34
Belgium,2018-10-01,2018-10-10,356.64000000000004,210
Belgium,2018-10-01,2018-10-12,284.79999999999995,68
Belgium,2018-10-01,2018-10-22,299.20000000000005,72
Belgium,2018-10-01,2018-10-26,233.45,132
Belgium,2018-10-01,2018-10-31,3.75,3
Belgium,2018-11-01,2018-11-07,730.2700000000001,467
Belgium,2018-11-01,2018-11-09,140.65,62
Belgium,2018-11-01,2018-11-14,350.01,271
Belgium,2018-11-01,2018-11-16,1188.8600000000001,621
Belgium,2018-11-01,2018-11-20,20.650000000000002,7
Belgium,2018-11-01,2018-11-22,1621.02,561
Belgium,2018-11-01,2018-11-30,245.74,218
Belgium,2018-12-01,2018-12-14,501.74999999999994,215
Belgium,2018-12-01,2018-12-18,157.39999999999998,134
Belgium,2018-12-01,2018-12-19,429.00999999999993,468
Belgium,2019-01-01,2019-01-02,2.95,1
Belgium,2019-01-01,2019-01-03,19.25,3
Belgium,2019-01-01,2019-01-09,424.3,306
Belgium,2019-01-01,2019-01-16,3.75,1
Belgium,2019-01-01,2019-01-17,195.60000000000002,92
Belgium,2019-01-01,2019-01-22,275.94,92
Belgium,2019-01-01,2019-01-31,168.89999999999998,18
Belgium,2019-02-01,2019-02-06,69.3,10
Belgium,2019-02-01,2019-02-08,157.47,145
Belgium,2019-02-01,2019-02-14,991.5000000000001,486
Belgium,2019-02-01,2019-02-15,19.8,4
Belgium,2019-02-01,2019-02-18,165.42,152
Belgium,2019-02-01,2019-02-21,17.65,7
Belgium,2019-02-01,2019-02-22,174.89999999999998,90
Belgium,2019-02-01,2019-02-25,119.94999999999999,13
Belgium,2019-02-01,2019-02-26,499.12,167
Belgium,2019-02-01,2019-02-28,357.86,106
Belgium,2019-03-01,2019-03-07,38.95,7
Belgium,2019-03-01,2019-03-11,285.06999999999994,87
Belgium,2019-03-01,2019-03-17,170.52999999999997,145
Belgium,2019-03-01,2019-03-18,312.25,131
Belgium,2019-03-01,2019-03-20,322.81,343
Belgium,2019-03-01,2019-03-21,741.75,323
Belgium,2019-04-01,2019-04-04,229.35,196
Belgium,2019-04-01,2019-04-05,9.9,2
Belgium,2019-04-01,2019-04-07,431.49000000000007,187
Belgium,2019-04-01,2019-04-09,304.55,175
Belgium,2019-04-01,2019-04-12,127.16000000000001,76
Belgium,2019-04-01,2019-04-15,190.45999999999998,110
Belgium,2019-04-01,2019-04-25,428.4000000000001,227
Belgium,2019-05-01,2019-05-02,134.97000000000003,71
Belgium,2019-05-01,2019-05-03,351.08,180
Belgium,2019-05-01,2019-05-07,289.93999999999994,238
Belgium,2019-05-01,2019-05-09,166.82000000000002,82
Belgium,2019-05-01,2019-05-14,261.38,166
Belgium,2019-05-01,2019-05-20,454.8200000000001,175
Belgium,2019-05-01,2019-05-21,5.0,4
Belgium,2019-05-01,2019-05-24,387.28000000000003,274
Belgium,2019-05-01,2019-05-29,28.75,33
Belgium,2019-06-01,2019-06-02,1160.15,493
Belgium,2019-06-01,2019-06-04,562.5500000000001,290
Belgium,2019-06-01,2019-06-05,69.45,18
Belgium,2019-06-01,2019-06-06,50.73,45
Belgium,2019-06-01,2019-06-14,804.2999999999997,481
Belgium,2019-06-01,2019-06-19,381.48999999999995,167
Belgium,2019-06-01,2019-06-20,363.44,222
Belgium,2019-06-01,2019-06-26,6.6,4
Belgium,2019-06-01,2019-06-27,126.04999999999998,67
Belgium,2019-07-01,2019-07-03,458.15,332
Belgium,2019-07-01,2019-07-04,274.87,141
Belgium,2019-07-01,2019-07-10,30.599999999999998,12
Belgium,2019-07-01,2019-07-24,1033.87,521
Belgium,2019-07-01,2019-07-25,77.22,28
Belgium,2019-07-01,2019-07-30,656.6999999999998,236
Bermuda,2018-03-01,2018-03-15,704.1400000000001,361
Brazil,2018-09-01,2018-09-18,265.3299999999999,175
Brazil,2019-04-01,2019-04-12,904.0000000000001,258
Canada,2018-10-01,2018-10-23,737.5099999999999,561
Canada,2018-11-01,2018-11-05,373.82,209
Canada,2019-03-01,2019-03-11,137.94,84
Canada,2019-05-01,2019-05-01,14.84,14
Canada,2019-06-01,2019-06-17,881.74,505
Canada,2019-07-01,2019-07-08,1087.3999999999996,748
Channel Islands,2017-12-01,2017-12-01,874.67,334
Channel Islands,2017-12-01,2017-12-07,51.0,7
Channel Islands,2018-01-01,2018-01-15,826.1000000000001,172
Channel Islands,2018-01-01,2018-01-25,0.0,0
Channel Islands,2018-03-01,2018-03-27,215.66000000000003,167
Channel Islands,2018-04-01,2018-04-09,903.8300000000003,320
Channel Islands,2018-05-01,2018-05-02,1104.3200000000002,463
Channel Islands,2018-05-01,2018-05-16,774.0,130
Channel Islands,2018-05-01,2018-05-18,38.25,3
Channel Islands,2018-05-01,2018-05-22,1120.0,284
Channel Islands,2018-05-01,2018-05-23,1680.1200000000001,667
Channel Islands,2018-05-01,2018-05-31,231.65000000000003,7
Channel Islands,2018-06-01,2018-06-21,157.2,92
Channel Islands,2018-07-01,2018-07-18,10.5,8
Channel Islands,2018-07-01,2018-07-22,0.0,0
Channel Islands,2018-08-01,2018-08-17,34.65,21
Channel Islands,2018-08-01,2018-08-23,862.6400000000001,352
Channel Islands,2018-09-01,2018-09-03,629.83,208
Channel Islands,2018-09-01,2018-09-18,1065.8899999999999,493
Channel Islands,2018-09-01,2018-09-19,123.90000000000003,42
Channel Islands,2018-09-01,2018-09-21,883.11,511
Channel Islands,2018-09-01,2018-09-27,760.13,500
Channel Islands,2018-09-01,2018-09-28,1484.06,643
Channel Islands,2018-10-01,2018-10-02,25.5,3
Channel Islands,2018-10-01,2018-10-05,0.0,0
Channel Islands,2018-10-01,2018-10-08,1.7,2
Channel Islands,2018-10-01,2018-10-11,0.0,0
Channel Islands,2018-10-01,2018-10-15,44.55,27
Channel Islands,2018-10-01,2018-10-18,1330.21,154
Channel Islands,2018-10-01,2018-10-29,196.21,76
Channel Islands,2018-10-01,2018-10-30,126.25999999999999,52
Channel Islands,2018-11-01,2018-11-11,1208.6000000000004,390
Channel Islands,2018-11-01,2018-11-16,223.70000000000002,142
Channel Islands,2018-11-01,2018-11-23,560.47,332
Channel Islands,2018-12-01,2018-12-06,579.5599999999998,120
Channel Islands,2019-01-01,2019-01-24,647.61,205
Channel Islands,2019-01-01,2019-01-28,22.0,3
Channel Islands,2019-02-01,2019-02-12,321.87,113
Channel Islands,2019-02-01,2019-02-27,682.4900000000001,305
Channel Islands,2019-03-01,2019-03-06,1320.32,645
Channel Islands,2019-03-01,2019-03-07,1012.2899999999997,538
Channel Islands,2019-04-01,2019-04-10,235.2,84
Channel Islands,2019-05-01,2019-05-16,885.5600000000001,158
Channel Islands,2019-05-01,2019-05-22,10.2,4
Channel Islands,2019-06-01,2019-06-14,1879.120000000001,731
Channel Islands,2019-07-01,2019-07-29,662.82,146
Cyprus,2017-12-01,2017-12-02,699.4200000000001,212
Cyprus,2017-12-01,2017-12-11,1075.61,441
Cyprus,2017-12-01,2017-12-13,18.19,34
Cyprus,2017-12-01,2017-12-15,1611.6299999999997,501
Cyprus,2018-01-01,2018-01-23,76.52000000000001,32
Cyprus,2018-02-01,2018-02-12,700.6899999999997,282
Cyprus,2018-02-01,2018-02-19,38.099999999999994,6
Cyprus,2018-03-01,2018-03-01,49.7,14
Cyprus,2018-03-01,2018-03-05,337.74,104
Cyprus,2018-03-01,2018-03-13,38.87,23
Cyprus,2018-03-01,2018-03-18,681.55,177
Cyprus,2018-03-01,2018-03-20,632.6100000000001,177
Cyprus,2018-04-01,2018-04-09,16.75,5
Cyprus,2018-04-01,2018-04-18,1000.5,371
Cyprus,2018-05-01,2018-05-08,580.2099999999999,151
Cyprus,2018-06-01,2018-06-19,489.79999999999995,100
Cyprus,2018-08-01,2018-08-29,394.3799999999997,129
Cyprus,2018-09-01,2018-09-02,127.05000000000001,44
Cyprus,2018-09-01,2018-09-17,359.74,190
Cyprus,2018-10-01,2018-10-07,551.3299999999999,253
Cyprus,2018-11-01,2018-11-07,143.85,33
Cyprus,2018-12-01,2018-12-11,1150.25,570
Cyprus,2019-01-01,2019-01-09,536.1600000000001,117
Cyprus,2019-02-01,2019-02-04,1981.8800000000006,464
Cyprus,2019-02-01,2019-02-13,791.0799999999999,425
Cyprus,2019-02-01,2019-02-18,320.69,173
Cyprus,2019-03-01,2019-03-07,731.9899999999998,416
Cyprus,2019-04-01,2019-04-10,0.0,0
Cyprus,2019-05-01,2019-05-31,1090.6399999999999,334
Czech Republic,2019-02-01,2019-02-25,306.46,160
Czech Republic,2019-03-01,2019-03-29,8.78,6
Denmark,2017-11-01,2017-11-29,31.5,15
Denmark,2017-12-01,2017-12-05,11.25,3
Denmark,2017-12-01,2017-12-12,202.96,56
Denmark,2018-01-01,2018-01-08,718.55,318
Denmark,2018-01-01,2018-01-18,24.909999999999997,190
Denmark,2018-02-01,2018-02-12,118.94999999999999,412
Denmark,2018-02-01,2018-02-14,6.75,11
Denmark,2018-03-01,2018-03-09,399.66999999999996,159
Denmark,2018-03-01,2018-03-14,23.35,109
Denmark,2018-04-01,2018-04-19,229.38,109
Denmark,2018-06-01,2018-06-08,657.47,281
Denmark,2018-06-01,2018-06-14,499.98999999999995,347
Denmark,2018-06-01,2018-06-15,428.46999999999997,351
Denmark,2018-06-01,2018-06-21,5.9,2
Denmark,2018-07-01,2018-07-03,96.0,28
Denmark,2018-08-01,2018-08-06,328.65999999999997,257
Denmark,2018-08-01,2018-08-14,28.450000000000003,9
Denmark,2018-08-01,2018-08-16,912.9000000000002,349
Denmark,2018-08-01,2018-08-28,262.8,80
Denmark,2018-09-01,2018-09-21,628.98,327
Denmark,2018-09-01,2018-09-24,107.08000000000001,108
Denmark,2018-10-01,2018-10-04,1.26,3
Denmark,2018-10-01,2018-10-08,305.55,145
Denmark,2018-10-01,2018-10-30,117.97,91
Denmark,2018-11-01,2018-11-02,761.45,271
Denmark,2018-11-01,2018-11-05,1179.07,357
Denmark,2018-11-01,2018-11-13,30.6,4
Denmark,2018-12-01,2018-12-06,1551.5700000000002,434
Denmark,2019-02-01,2019-02-13,347.6799999999999,185
Denmark,2019-03-01,2019-03-14,1287.9500000000003,189
Denmark,2019-05-01,2019-05-08,292.52,197
Denmark,2019-06-01,2019-06-06,1287.7500000000005,524
Denmark,2019-06-01,2019-06-17,818.5000000000001,301
Denmark,2019-06-01,2019-06-20,396.94000000000005,269
Denmark,2019-07-01,2019-07-22,309.99000000000007,195
EIRE,2017-11-01,2017-11-28,1572.73,545
EIRE,2017-11-01,2017-11-30,514.04,191
EIRE,2017-12-01,2017-12-04,1576.7500000000005,401
EIRE,2017-12-01,2017-12-05,600.1500000000001,255
EIRE,2017-12-01,2017-12-07,304.5300000000001,103
EIRE,2017-12-01,2017-12-08,72.64999999999999,7
EIRE,2017-12-01,2017-12-10,342.01,125
EIRE,2017-12-01,2017-12-11,10.95,7
EIRE,2017-12-01,2017-12-12,1825.0400000000004,732
EIRE,2017-12-01,2017-12-13,787.5699999999999,359
EIRE,2017-12-01,2017-12-15,3194.5499999999993,1131
EIRE,2017-12-01,2017-12-17,0.0,0
EIRE,2017-12-01,2017-12-18,917.79,408
EIRE,2018-01-01,2018-01-01,28.0,4
EIRE,2018-01-01,2018-01-04,4898.000000000001,1826
EIRE,2018-01-01,2018-01-05,944.5200000000001,258
EIRE,2018-01-01,2018-01-08,87.6,8
EIRE,2018-01-01,2018-01-16,919.04,320
EIRE,2018-01-01,2018-01-17,53.93,38
EIRE,2018-01-01,2018-01-18,2332.7700000000013,759
EIRE,2018-01-01,2018-01-19,1921.0800000000004,923
EIRE,2018-01-01,2018-01-22,560.7500000000001,171
EIRE,2018-01-01,2018-01-25,960.4699999999998,524
EIRE,2018-01-01,2018-01-28,514.3299999999999,254
EIRE,2018-01-01,2018-01-30,2270.320000000001,993
EIRE,2018-02-01,2018-02-04,863.3599999999999,436
EIRE,2018-02-01,2018-02-05,315.1,126
EIRE,2018-02-01,2018-02-11,572.7700000000001,215
EIRE,2018-02-01,2018-02-12,68.28,40
EIRE,2018-02-01,2018-02-13,445.73000000000013,241
EIRE,2018-02-01,2018-02-14,2471.110000000001,908
EIRE,2018-02-01,2018-02-15,24.7,5
EIRE,2018-02-01,2018-02-18,976.35,295
EIRE,2018-02-01,2018-02-19,744.38,132
EIRE,2018-02-01,2018-02-21,2086.18,907
EIRE,2018-02-01,2018-02-28,2079.3200000000006,1088
EIRE,2018-03-01,2018-03-01,977.8600000000002,528
EIRE,2018-03-01,2018-03-02,146.1,179
EIRE,2018-03-01,2018-03-06,131.1,14
EIRE,2018-03-01,2018-03-07,497.54,201
EIRE,2018-03-01,2018-03-09,716.64,316
EIRE,2018-03-01,2018-03-12,1196.6499999999999,495
EIRE,2018-03-01,2018-03-13,15.0,4
EIRE,2018-03-01,2018-03-14,243.24999999999997,111
EIRE,2018-03-01,2018-03-15,845.6499999999999,328
EIRE,2018-03-01,2018-03-16,1012.0500000000002,415
EIRE,2018-03-01,2018-03-19,681.33,315
EIRE,2018-03-01,2018-03-20,239.45,99
EIRE,2018-03-01,2018-03-21,497.50999999999993,111
EIRE,2018-03-01,2018-03-22,1365.3499999999995,543
EIRE,2018-03-01,2018-03-23,833.2000000000003,222
EIRE,2018-03-01,2018-03-27,1397.3699999999997,559
EIRE,2018-04-01,2018-04-04,552.08,122
EIRE,2018-04-01,2018-04-09,1104.5800000000004,521
EIRE,2018-04-01,2018-04-10,1054.5900000000001,516
EIRE,2018-04-01,2018-04-11,1006.0899999999999,526
EIRE,2018-04-01,2018-04-16,1769.1599999999999,905
EIRE,2018-04-01,2018-04-17,504.05000000000007,287
EIRE,2018-04-01,2018-04-19,1556.8999999999994,552
EIRE,2018-04-01,2018-04-22,987.1000000000003,250
EIRE,2018-04-01,2018-04-23,1910.7299999999996,906
EIRE,2018-04-01,2018-04-24,25.5,2
EIRE,2018-04-01,2018-04-26,1513.72,619
EIRE,2018-04-01,2018-04-27,642.53,421
EIRE,2018-04-01,2018-04-29,860.5200000000001,385
EIRE,2018-05-01,2018-05-01,804.0900000000009,556
EIRE,2018-05-01,2018-05-03,3034.4299999999994,1355
EIRE,2018-05-01,2018-05-06,4051.5299999999984,1530
EIRE,2018-05-01,2018-05-07,1198.5200000000002,355
EIRE,2018-05-01,2018-05-08,831.2400000000005,434
EIRE,2018-05-01,2018-05-10,881.9799999999998,281
EIRE,2018-05-01,2018-05-11,6.6,4
EIRE,2018-05-01,2018-05-14,934.5500000000002,415
EIRE,2018-05-01,2018-05-16,13.5,2
EIRE,2018-05-01,2018-05-17,561.3999999999999,178
EIRE,2018-05-01,2018-05-18,994.8000000000002,202
EIRE,2018-05-01,2018-05-21,425.8500000000001,242
EIRE,2018-05-01,2018-05-22,11.1,2
EIRE,2018-05-01,2018-05-23,1246.6299999999999,509
EIRE,2018-05-01,2018-05-31,1852.1599999999999,724
EIRE,2018-06-01,2018-06-07,13.649999999999999,7
EIRE,2018-06-01,2018-06-08,1764.3300000000004,563
EIRE,2018-06-01,2018-06-11,3157.85,1154
EIRE,2018-06-01,2018-06-12,1194.4099999999999,531
EIRE,2018-06-01,2018-06-13,117.45,35
EIRE,2018-06-01,2018-06-14,748.4100000000002,332
EIRE,2018-06-01,2018-06-17,440.01,72
EIRE,2018-06-01,2018-06-19,239.25000000000006,129
EIRE,2018-06-01,2018-06-20,1906.0100000000004,545
EIRE,2018-06-01,2018-06-21,655.76,236
EIRE,2018-06-01,2018-06-22,752.14,271
EIRE,2018-06-01,2018-06-26,142.8,50
EIRE,2018-06-01,2018-06-27,1066.0199999999998,462
EIRE,2018-06-01,2018-06-28,836.5500000000003,443
EIRE,2018-07-01,2018-07-02,458.1,136
EIRE,2018-07-01,2018-07-03,317.84999999999997,183
EIRE,2018-07-01,2018-07-04,2605.4099999999994,971
EIRE,2018-07-01,2018-07-06,2057.2000000000003,891
EIRE,2018-07-01,2018-07-09,918.39,302
EIRE,2018-07-01,2018-07-10,1263.8300000000006,733
EIRE,2018-07-01,2018-07-11,1749.0299999999997,690
EIRE,2018-07-01,2018-07-12,227.65,107
EIRE,2018-07-01,2018-07-13,735.3699999999998,440
EIRE,2018-07-01,2018-07-15,339.90000000000003,138
EIRE,2018-07-01,2018-07-16,8.5,1
EIRE,2018-07-01,2018-07-17,716.4499999999998,253
EIRE,2018-07-01,2018-07-22,103.75,23
EIRE,2018-07-01,2018-07-23,155.42,79
EIRE,2018-07-01,2018-07-24,398.19000000000005,160
EIRE,2018-07-01,2018-07-26,89.85,3
EIRE,2018-07-01,2018-07-27,689.6000000000001,246
EIRE,2018-07-01,2018-07-31,1415.6299999999999,535
EIRE,2018-08-01,2018-08-02,871.7600000000002,321
EIRE,2018-08-01,2018-08-03,8.5,1
EIRE,2018-08-01,2018-08-05,470.73999999999995,206
EIRE,2018-08-01,2018-08-06,281.24999999999994,107
EIRE,2018-08-01,2018-08-08,4.2,2
EIRE,2018-08-01,2018-08-09,492.44999999999993,190
EIRE,2018-08-01,2018-08-10,424.6699999999999,193
EIRE,2018-08-01,2018-08-12,1607.4699999999996,656
EIRE,2018-08-01,2018-08-15,1708.55,814
EIRE,2018-08-01,2018-08-16,611.88,271
EIRE,2018-08-01,2018-08-17,953.4800000000006,511
EIRE,2018-08-01,2018-08-19,848.8900000000001,451
EIRE,2018-08-01,2018-08-20,677.2599999999999,361
EIRE,2018-08-01,2018-08-21,247.85999999999996,115
EIRE,2018-08-01,2018-08-23,367.27000000000004,174
EIRE,2018-08-01,2018-08-28,1052.87,497
EIRE,2018-08-01,2018-08-29,0.0,0
EIRE,2018-08-01,2018-08-30,529.91,180
EIRE,2018-09-01,2018-09-02,992.1400000000001,429
EIRE,2018-09-01,2018-09-03,345.05000000000007,113
EIRE,2018-09-01,2018-09-04,722.7199999999998,493
EIRE,2018-09-01,2018-09-05,1292.17,460
EIRE,2018-09-01,2018-09-06,5.069999999999999,4
EIRE,2018-09-01,2018-09-09,64.78999999999999,30
EIRE,2018-09-01,2018-09-10,780.57,409
EIRE,2018-09-01,2018-09-12,809.2299999999999,368
EIRE,2018-09-01,2018-09-13,1423.94,462
EIRE,2018-09-01,2018-09-14,3.3,2
EIRE,2018-09-01,2018-09-17,1898.2499999999998,864
EIRE,2018-09-01,2018-09-18,1908.9800000000007,1008
EIRE,2018-09-01,2018-09-20,573.98,266
EIRE,2018-09-01,2018-09-23,187.85000000000002,67
EIRE,2018-09-01,2018-09-24,3801.0499999999993,1350
EIRE,2018-09-01,2018-09-25,2056.5400000000013,929
EIRE,2018-09-01,2018-09-26,502.17,247
EIRE,2018-09-01,2018-09-27,1724.0700000000006,1006
EIRE,2018-09-01,2018-09-30,6140.480000000002,2558
EIRE,2018-10-01,2018-10-01,404.7999999999999,80
EIRE,2018-10-01,2018-10-02,364.18999999999994,238
EIRE,2018-10-01,2018-10-03,653.78,312
EIRE,2018-10-01,2018-10-05,428.96,181
EIRE,2018-10-01,2018-10-08,701.6600000000001,372
EIRE,2018-10-01,2018-10-10,706.2499999999999,119
EIRE,2018-10-01,2018-10-11,3234.3900000000012,1314
EIRE,2018-10-01,2018-10-14,1770.8000000000004,518
EIRE,2018-10-01,2018-10-15,1326.5999999999997,530
EIRE,2018-10-01,2018-10-16,1663.0999999999997,548
EIRE,2018-10-01,2018-10-17,227.32000000000002,124
EIRE,2018-10-01,2018-10-18,4634.459999999998,1510
EIRE,2018-10-01,2018-10-19,1113.5200000000002,306
EIRE,2018-10-01,2018-10-22,1085.9899999999998,434
EIRE,2018-10-01,2018-10-23,3477.229999999999,1146
